customer_id,age,gender,item_purchased,category,purchase_amount,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,promo_code_used,previous_purchases,payment_method,frequency_of_purchases,avg_order_value,discount_applied_flag,promo_code_used_flag,subscription_flag,frequency_score,satisfaction_flag,satisfaction_level,promo_dependency_score,promo_dependency_level,value_score,value_tier,loyalty_def_1,loyalty_def_2,customer_segment,age_group,spend_level,retention_score,retention_level
1155,49,Male,Dress,Clothing,82,Georgia,L,Cyan,Spring,2.9,No,2-Day Shipping,Yes,Yes,44,Credit Card,Bi-Weekly,1.8636363636363635,1,1,0,1,0,Low Satisfaction,1.0,High Promo Dependency,0.41210897435897437,Mid Value,0,0,Promo-Dependent Regulars,45-54,High Spend,0.5494102564102563,Medium Retention
1156,67,Male,T-shirt,Clothing,53,Tennessee,S,Red,Fall,2.6,No,Express,Yes,Yes,47,PayPal,Quarterly,1.127659574468085,1,1,0,4,0,Low Satisfaction,1.0,High Promo Dependency,0.3960833333333334,Mid Value,0,0,Promo-Dependent Regulars,55+,Medium Spend,0.7321794871794872,High Retention
1157,20,Male,Shoes,Footwear,21,Hawaii,M,Gold,Summer,4.8,No,Express,Yes,Yes,6,Venmo,Every 3 Months,3.5,1,1,0,4,1,High Satisfaction,1.0,High Promo Dependency,0.17262820512820515,Low Value,0,0,One-Time Bargain Hunters,18-24,Low Spend,0.24564102564102563,Low Retention
1158,37,Male,Belt,Accessories,66,Maryland,M,Charcoal,Fall,4.4,No,Standard,Yes,Yes,11,Cash,Quarterly,6.0,1,1,0,4,1,High Satisfaction,1.0,High Promo Dependency,0.3621217948717949,Mid Value,0,0,One-Time Bargain Hunters,35-44,Medium Spend,0.3006410256410257,Low Retention
1159,69,Male,Belt,Accessories,89,Nevada,L,Orange,Summer,4.0,No,2-Day Shipping,Yes,Yes,41,Bank Transfer,Annually,2.1707317073170733,1,1,0,2,1,High Satisfaction,1.0,High Promo Dependency,0.5515576923076921,Premium Value,0,0,Promo-Dependent Regulars,55+,High Spend,0.5732564102564102,Medium Retention
1160,66,Male,Handbag,Accessories,55,New Hampshire,L,Blue,Fall,3.6,No,2-Day Shipping,Yes,Yes,46,Venmo,Every 3 Months,1.1956521739130435,1,1,0,4,0,Medium Satisfaction,1.0,High Promo Dependency,0.3970064102564103,Mid Value,0,0,Promo-Dependent Regulars,55+,Medium Spend,0.7192564102564103,High Retention
1161,37,Male,Scarf,Accessories,42,North Dakota,S,Blue,Summer,3.2,No,Next Day Air,Yes,Yes,9,Venmo,Bi-Weekly,4.666666666666667,1,1,0,1,0,Medium Satisfaction,1.0,High Promo Dependency,0.09480769230769233,Low Value,0,0,One-Time Bargain Hunters,35-44,Low Spend,0.1321025641025641,Low Retention
1162,63,Male,Shorts,Clothing,52,Oklahoma,S,Orange,Fall,3.1,No,2-Day Shipping,Yes,Yes,37,PayPal,Monthly,1.4054054054054055,1,1,0,5,0,Medium Satisfaction,1.0,High Promo Dependency,0.38685256410256413,Mid Value,0,0,One-Time Bargain Hunters,55+,Medium Spend,0.7013589743589743,High Retention
1163,47,Male,Sandals,Footwear,92,North Carolina,M,Blue,Winter,4.2,No,Express,Yes,Yes,13,PayPal,Weekly,7.076923076923077,1,1,0,7,1,High Satisfaction,1.0,High Promo Dependency,0.5662948717948717,Premium Value,0,0,One-Time Bargain Hunters,45-54,High Spend,0.5231794871794873,Medium Retention
1164,26,Male,Pants,Clothing,56,Tennessee,L,White,Summer,3.0,No,2-Day Shipping,Yes,Yes,24,Debit Card,Monthly,2.3333333333333335,1,1,0,5,0,Medium Satisfaction,1.0,High Promo Dependency,0.33484615384615385,Mid Value,0,0,One-Time Bargain Hunters,25-34,Medium Spend,0.5440512820512821,Medium Retention
1165,68,Male,Dress,Clothing,96,Montana,M,Green,Winter,4.2,No,Standard,Yes,Yes,47,PayPal,Quarterly,2.0425531914893615,1,1,0,4,1,High Satisfaction,1.0,High Promo Dependency,0.6525448717948718,Premium Value,1,0,Promo-Dependent Regulars,55+,High Spend,0.7321794871794872,High Retention
1166,51,Male,T-shirt,Clothing,64,Wisconsin,M,Silver,Winter,2.9,No,Next Day Air,Yes,Yes,21,Venmo,Every 3 Months,3.0476190476190474,1,1,0,4,0,Low Satisfaction,1.0,High Promo Dependency,0.305224358974359,Low Value,0,0,One-Time Bargain Hunters,45-54,Medium Spend,0.42125641025641025,Medium Retention
1167,48,Male,Dress,Clothing,48,Connecticut,S,Lavender,Winter,3.7,No,Store Pickup,Yes,Yes,22,Venmo,Fortnightly,2.1818181818181817,1,1,0,6,0,Medium Satisfaction,1.0,High Promo Dependency,0.32501282051282054,Low Value,0,0,One-Time Bargain Hunters,45-54,Medium Spend,0.576974358974359,Medium Retention
1168,60,Male,Socks,Clothing,83,New Jersey,XL,Beige,Summer,3.6,No,Free Shipping,Yes,Yes,16,PayPal,Quarterly,5.1875,1,1,0,4,0,Medium Satisfaction,1.0,High Promo Dependency,0.34948076923076926,Mid Value,0,0,One-Time Bargain Hunters,55+,High Spend,0.3604871794871795,Low Retention
1169,68,Male,Scarf,Accessories,91,Mississippi,L,Violet,Summer,3.6,No,Standard,Yes,Yes,37,Debit Card,Fortnightly,2.4594594594594597,1,1,0,6,0,Medium Satisfaction,1.0,High Promo Dependency,0.5558910256410257,Premium Value,0,0,One-Time Bargain Hunters,55+,High Spend,0.7575128205128205,High Retention
1170,25,Male,Backpack,Accessories,94,Wyoming,S,Gray,Fall,4.5,No,2-Day Shipping,Yes,Yes,3,Cash,Annually,31.333333333333332,1,1,0,2,1,High Satisfaction,1.0,High Promo Dependency,0.3802820512820512,Mid Value,0,0,One-Time Bargain Hunters,25-34,High Spend,0.1164102564102564,Low Retention
1171,57,Male,Skirt,Clothing,62,Illinois,S,Red,Spring,3.2,No,Express,Yes,Yes,33,Cash,Bi-Weekly,1.878787878787879,1,1,0,1,0,Medium Satisfaction,1.0,High Promo Dependency,0.28601923076923075,Low Value,0,0,One-Time Bargain Hunters,55+,Medium Spend,0.42356410256410254,Medium Retention
1172,41,Male,Socks,Clothing,55,Louisiana,M,Lavender,Spring,3.9,No,Next Day Air,Yes,Yes,15,Debit Card,Annually,3.6666666666666665,1,1,0,2,0,Medium Satisfaction,1.0,High Promo Dependency,0.19885897435897432,Low Value,0,0,One-Time Bargain Hunters,35-44,Medium Spend,0.2613333333333333,Low Retention
1173,59,Male,Coat,Outerwear,68,Oregon,L,Peach,Spring,4.6,No,Store Pickup,Yes,Yes,42,Bank Transfer,Bi-Weekly,1.619047619047619,1,1,0,1,1,High Satisfaction,1.0,High Promo Dependency,0.45265384615384613,High Value,0,0,Promo-Dependent Regulars,55+,Medium Spend,0.5276410256410256,Medium Retention
1174,44,Male,Jewelry,Accessories,76,South Dakota,M,Indigo,Winter,2.5,No,Express,Yes,Yes,42,Cash,Bi-Weekly,1.8095238095238095,1,1,0,1,0,Low Satisfaction,1.0,High Promo Dependency,0.38076923076923075,Mid Value,0,0,Promo-Dependent Regulars,35-44,High Spend,0.5276410256410256,Medium Retention
1175,42,Male,Backpack,Accessories,31,Michigan,M,Black,Winter,4.3,No,Express,Yes,Yes,19,Bank Transfer,Bi-Weekly,1.631578947368421,1,1,0,1,1,High Satisfaction,1.0,High Promo Dependency,0.20075000000000004,Low Value,0,0,One-Time Bargain Hunters,35-44,Low Spend,0.24956410256410255,Low Retention
1176,35,Male,Belt,Accessories,81,New Jersey,M,Beige,Spring,4.1,No,Store Pickup,Yes,Yes,26,PayPal,Quarterly,3.1153846153846154,1,1,0,4,1,High Satisfaction,1.0,High Promo Dependency,0.4920897435897436,High Value,0,0,One-Time Bargain Hunters,35-44,High Spend,0.48194871794871796,Medium Retention
1177,36,Male,Dress,Clothing,83,Oregon,M,Red,Winter,3.8,No,Free Shipping,Yes,Yes,39,PayPal,Quarterly,2.128205128205128,1,1,0,4,0,Medium Satisfaction,1.0,High Promo Dependency,0.46476923076923077,High Value,1,0,Promo-Dependent Regulars,35-44,High Spend,0.6371794871794871,High Retention
1178,54,Male,Skirt,Clothing,21,Iowa,M,Black,Spring,4.8,No,Standard,Yes,Yes,24,Debit Card,Monthly,0.875,1,1,0,5,1,High Satisfaction,1.0,High Promo Dependency,0.30423076923076925,Low Value,0,0,One-Time Bargain Hunters,45-54,Low Spend,0.5440512820512821,Medium Retention
1179,37,Male,Dress,Clothing,22,South Carolina,M,Teal,Spring,4.9,No,Express,Yes,Yes,23,Debit Card,Annually,0.9565217391304348,1,1,0,2,1,High Satisfaction,1.0,High Promo Dependency,0.21476923076923077,Low Value,0,0,One-Time Bargain Hunters,35-44,Low Spend,0.3561025641025641,Low Retention
1180,20,Male,T-shirt,Clothing,33,Indiana,M,Blue,Summer,2.8,No,Free Shipping,Yes,Yes,44,Bank Transfer,Annually,0.75,1,1,0,2,0,Low Satisfaction,1.0,High Promo Dependency,0.263224358974359,Low Value,0,0,Promo-Dependent Regulars,18-24,Low Spend,0.6067948717948717,High Retention
1181,23,Male,Skirt,Clothing,23,Oregon,S,Beige,Spring,4.9,No,Standard,Yes,Yes,34,Cash,Monthly,0.6764705882352942,1,1,0,5,1,High Satisfaction,1.0,High Promo Dependency,0.3635,Mid Value,0,0,One-Time Bargain Hunters,18-24,Low Spend,0.6686666666666666,High Retention
1182,61,Male,Shorts,Clothing,96,New York,L,Teal,Summer,3.5,No,Free Shipping,Yes,Yes,43,Bank Transfer,Quarterly,2.2325581395348837,1,1,0,4,0,Medium Satisfaction,1.0,High Promo Dependency,0.5326730769230769,Premium Value,1,0,Promo-Dependent Regulars,55+,High Spend,0.6844871794871795,High Retention
1183,37,Male,Jewelry,Accessories,21,New Mexico,M,Maroon,Spring,3.8,No,Express,Yes,Yes,45,PayPal,Quarterly,0.4666666666666667,1,1,0,4,0,Medium Satisfaction,1.0,High Promo Dependency,0.26480769230769236,Low Value,0,0,Promo-Dependent Regulars,35-44,Low Spend,0.7068717948717949,High Retention
1184,23,Male,Pants,Clothing,39,Louisiana,M,Yellow,Spring,4.5,No,2-Day Shipping,Yes,Yes,4,Credit Card,Weekly,9.75,1,1,0,7,1,High Satisfaction,1.0,High Promo Dependency,0.33130769230769236,Mid Value,0,0,One-Time Bargain Hunters,18-24,Low Spend,0.41733333333333333,Medium Retention
1185,63,Male,Belt,Accessories,73,South Carolina,S,Indigo,Fall,3.4,No,Express,Yes,Yes,19,Credit Card,Annually,3.8421052631578947,1,1,0,2,0,Medium Satisfaction,1.0,High Promo Dependency,0.28332692307692303,Low Value,0,0,One-Time Bargain Hunters,55+,Medium Spend,0.3069487179487179,Low Retention
1186,47,Male,Jeans,Clothing,64,Maine,M,Magenta,Spring,3.9,No,Standard,Yes,Yes,29,Credit Card,Monthly,2.206896551724138,1,1,0,5,0,Medium Satisfaction,1.0,High Promo Dependency,0.3889102564102564,Mid Value,0,0,One-Time Bargain Hunters,45-54,Medium Spend,0.6046666666666667,Medium Retention
1187,63,Male,Jeans,Clothing,68,Indiana,M,Beige,Summer,4.1,No,2-Day Shipping,Yes,Yes,27,Credit Card,Annually,2.5185185185185186,1,1,0,2,1,High Satisfaction,1.0,High Promo Dependency,0.40663461538461537,Mid Value,0,0,One-Time Bargain Hunters,55+,Medium Spend,0.40571794871794875,Medium Retention
1188,56,Male,Hat,Accessories,89,Iowa,L,Maroon,Fall,3.0,No,Express,Yes,Yes,37,Credit Card,Every 3 Months,2.4054054054054053,1,1,0,4,0,Medium Satisfaction,1.0,High Promo Dependency,0.47595512820512814,High Value,0,0,One-Time Bargain Hunters,55+,High Spend,0.6141794871794872,High Retention
1189,68,Male,Blouse,Clothing,29,Mississippi,M,Magenta,Summer,3.3,No,Next Day Air,Yes,Yes,11,Credit Card,Weekly,2.6363636363636362,1,1,0,7,0,Medium Satisfaction,1.0,High Promo Dependency,0.225698717948718,Low Value,0,0,One-Time Bargain Hunters,55+,Low Spend,0.49941025641025644,Medium Retention
1190,64,Male,Shirt,Clothing,97,Arkansas,XL,Teal,Summer,3.8,No,Free Shipping,Yes,Yes,28,Debit Card,Annually,3.4642857142857144,1,1,0,2,0,Medium Satisfaction,1.0,High Promo Dependency,0.41839102564102565,Mid Value,0,0,One-Time Bargain Hunters,55+,High Spend,0.4178717948717949,Medium Retention
1191,62,Male,Shirt,Clothing,45,South Carolina,M,Orange,Winter,4.3,No,Next Day Air,Yes,Yes,31,Credit Card,Weekly,1.4516129032258065,1,1,0,7,1,High Satisfaction,1.0,High Promo Dependency,0.48805128205128206,High Value,0,0,One-Time Bargain Hunters,55+,Low Spend,0.7416410256410257,High Retention
1192,34,Male,T-shirt,Clothing,70,Indiana,L,Charcoal,Winter,4.1,No,Free Shipping,Yes,Yes,50,Venmo,Quarterly,1.4,1,1,0,4,1,High Satisfaction,1.0,High Promo Dependency,0.5714230769230768,Premium Value,1,0,Promo-Dependent Regulars,25-34,Medium Spend,0.7677948717948718,High Retention
1193,49,Male,Coat,Outerwear,56,Florida,M,Turquoise,Summer,4.0,No,2-Day Shipping,Yes,Yes,42,Venmo,Quarterly,1.3333333333333333,1,1,0,4,1,High Satisfaction,1.0,High Promo Dependency,0.48138461538461536,High Value,0,0,Promo-Dependent Regulars,45-54,Medium Spend,0.6731794871794872,High Retention
1194,40,Male,Jacket,Outerwear,55,Alaska,L,Pink,Fall,5.0,No,2-Day Shipping,Yes,Yes,18,Credit Card,Fortnightly,3.0555555555555554,1,1,0,6,1,High Satisfaction,1.0,High Promo Dependency,0.4284166666666667,High Value,0,0,One-Time Bargain Hunters,35-44,Medium Spend,0.525974358974359,Medium Retention
1195,50,Male,Hoodie,Clothing,46,New York,S,Teal,Winter,3.1,No,2-Day Shipping,Yes,Yes,6,Credit Card,Fortnightly,7.666666666666667,1,1,0,6,0,Medium Satisfaction,1.0,High Promo Dependency,0.24025641025641026,Low Value,0,0,One-Time Bargain Hunters,45-54,Medium Spend,0.388974358974359,Low Retention
1196,25,Male,Scarf,Accessories,95,Texas,M,White,Winter,4.0,No,2-Day Shipping,Yes,Yes,33,Venmo,Monthly,2.878787878787879,1,1,0,5,1,High Satisfaction,1.0,High Promo Dependency,0.6241858974358974,Premium Value,0,0,One-Time Bargain Hunters,25-34,High Spend,0.6562820512820513,High Retention
1197,30,Male,Belt,Accessories,88,North Dakota,M,Maroon,Winter,3.2,No,2-Day Shipping,Yes,Yes,13,Bank Transfer,Bi-Weekly,6.769230769230769,1,1,0,1,0,Medium Satisfaction,1.0,High Promo Dependency,0.2786410256410256,Low Value,0,0,One-Time Bargain Hunters,25-34,High Spend,0.1788717948717949,Low Retention
1198,54,Male,Sneakers,Footwear,92,Vermont,L,Violet,Fall,3.9,No,Standard,Yes,Yes,26,PayPal,Annually,3.5384615384615383,1,1,0,2,0,Medium Satisfaction,1.0,High Promo Dependency,0.38847435897435895,Mid Value,0,0,One-Time Bargain Hunters,45-54,High Spend,0.39379487179487177,Low Retention
1199,40,Male,Socks,Clothing,49,New Jersey,M,Brown,Summer,3.9,No,2-Day Shipping,Yes,Yes,17,Cash,Annually,2.8823529411764706,1,1,0,2,0,Medium Satisfaction,1.0,High Promo Dependency,0.18644871794871792,Low Value,0,0,One-Time Bargain Hunters,35-44,Medium Spend,0.2828717948717948,Low Retention
1200,49,Male,Sandals,Footwear,89,Maryland,M,Indigo,Fall,4.5,No,Free Shipping,Yes,Yes,3,Debit Card,Weekly,29.666666666666668,1,1,0,7,1,High Satisfaction,1.0,High Promo Dependency,0.5046666666666666,High Value,0,0,One-Time Bargain Hunters,45-54,High Spend,0.4033333333333334,Medium Retention
1201,27,Male,Coat,Outerwear,22,Connecticut,XL,Black,Winter,4.4,No,Store Pickup,Yes,Yes,7,PayPal,Weekly,3.142857142857143,1,1,0,7,1,High Satisfaction,1.0,High Promo Dependency,0.28034615384615386,Low Value,0,0,One-Time Bargain Hunters,25-34,Low Spend,0.4561025641025641,Medium Retention
1202,27,Male,Shoes,Footwear,61,Illinois,XL,Black,Summer,3.1,No,2-Day Shipping,Yes,Yes,46,Venmo,Fortnightly,1.326086956521739,1,1,0,6,0,Medium Satisfaction,1.0,High Promo Dependency,0.48990384615384613,High Value,1,0,Promo-Dependent Regulars,25-34,Medium Spend,0.8625897435897436,High Retention
1203,48,Male,Scarf,Accessories,29,Maryland,S,Olive,Spring,2.9,No,Standard,Yes,Yes,14,Venmo,Every 3 Months,2.0714285714285716,1,1,0,4,0,Low Satisfaction,1.0,High Promo Dependency,0.14137820512820515,Low Value,0,0,One-Time Bargain Hunters,45-54,Low Spend,0.3367948717948718,Low Retention
1204,40,Male,Sneakers,Footwear,82,Minnesota,M,Orange,Winter,3.7,No,Free Shipping,Yes,Yes,23,Bank Transfer,Annually,3.5652173913043477,1,1,0,2,0,Medium Satisfaction,1.0,High Promo Dependency,0.3363461538461538,Mid Value,0,0,One-Time Bargain Hunters,35-44,High Spend,0.3561025641025641,Low Retention
1205,67,Male,Belt,Accessories,94,Florida,M,Pink,Spring,3.2,No,2-Day Shipping,Yes,Yes,20,Credit Card,Every 3 Months,4.7,1,1,0,4,0,Medium Satisfaction,1.0,High Promo Dependency,0.4089102564102564,Mid Value,0,0,One-Time Bargain Hunters,55+,High Spend,0.4074871794871795,Medium Retention
1206,52,Male,Handbag,Accessories,99,California,M,Olive,Spring,3.5,No,Standard,Yes,Yes,38,Bank Transfer,Fortnightly,2.6052631578947367,1,1,0,6,0,Medium Satisfaction,1.0,High Promo Dependency,0.5920576923076923,Premium Value,1,0,Promo-Dependent Regulars,45-54,High Spend,0.7688974358974359,High Retention
1207,22,Male,Handbag,Accessories,59,Mississippi,S,Cyan,Fall,3.0,No,Free Shipping,Yes,Yes,16,Venmo,Every 3 Months,3.6875,1,1,0,4,0,Medium Satisfaction,1.0,High Promo Dependency,0.2618653846153846,Low Value,0,0,One-Time Bargain Hunters,18-24,Medium Spend,0.3604871794871795,Low Retention
1208,62,Male,Boots,Footwear,90,Washington,M,White,Summer,4.1,No,Next Day Air,Yes,Yes,48,Credit Card,Every 3 Months,1.875,1,1,0,4,1,High Satisfaction,1.0,High Promo Dependency,0.6348910256410255,Premium Value,1,0,Promo-Dependent Regulars,55+,High Spend,0.7460256410256411,High Retention
1209,20,Male,Boots,Footwear,100,Wisconsin,S,Red,Winter,3.8,No,2-Day Shipping,Yes,Yes,8,Debit Card,Annually,12.5,1,1,0,2,0,Medium Satisfaction,1.0,High Promo Dependency,0.33049999999999996,Mid Value,0,0,One-Time Bargain Hunters,18-24,High Spend,0.17933333333333334,Low Retention
1210,41,Male,Pants,Clothing,62,Pennsylvania,M,Blue,Winter,3.8,No,Next Day Air,Yes,Yes,16,Bank Transfer,Monthly,3.875,1,1,0,5,0,Medium Satisfaction,1.0,High Promo Dependency,0.3154551282051282,Low Value,0,0,One-Time Bargain Hunters,35-44,Medium Spend,0.44766666666666666,Medium Retention
1211,34,Male,Sunglasses,Accessories,78,Missouri,M,Olive,Fall,4.1,No,Next Day Air,Yes,Yes,5,Cash,Quarterly,15.6,1,1,0,4,1,High Satisfaction,1.0,High Promo Dependency,0.37701282051282053,Mid Value,0,0,One-Time Bargain Hunters,25-34,High Spend,0.23225641025641025,Low Retention
1212,23,Male,Hoodie,Clothing,94,Oklahoma,M,Green,Spring,4.6,No,Store Pickup,Yes,Yes,14,Venmo,Every 3 Months,6.714285714285714,1,1,0,4,1,High Satisfaction,1.0,High Promo Dependency,0.4794551282051282,High Value,0,0,One-Time Bargain Hunters,18-24,High Spend,0.3367948717948718,Low Retention
1213,32,Male,Shoes,Footwear,74,Pennsylvania,M,Yellow,Summer,2.5,No,Free Shipping,Yes,Yes,18,Credit Card,Weekly,4.111111111111111,1,1,0,7,0,Low Satisfaction,1.0,High Promo Dependency,0.42521153846153853,High Value,0,0,One-Time Bargain Hunters,25-34,High Spend,0.5814102564102565,Medium Retention
1214,68,Male,Handbag,Accessories,52,Kentucky,XL,Black,Spring,3.7,No,Express,Yes,Yes,14,Debit Card,Every 3 Months,3.7142857142857144,1,1,0,4,0,Medium Satisfaction,1.0,High Promo Dependency,0.22768589743589746,Low Value,0,0,One-Time Bargain Hunters,55+,Medium Spend,0.3367948717948718,Low Retention
1215,30,Male,Jacket,Outerwear,81,Vermont,M,Blue,Fall,3.8,No,Free Shipping,Yes,Yes,5,Cash,Every 3 Months,16.2,1,1,0,4,0,Medium Satisfaction,1.0,High Promo Dependency,0.2880512820512821,Low Value,0,0,One-Time Bargain Hunters,25-34,High Spend,0.23225641025641025,Low Retention
1216,66,Male,Blouse,Clothing,20,Oregon,L,Pink,Winter,2.6,No,2-Day Shipping,Yes,Yes,15,Credit Card,Every 3 Months,1.3333333333333333,1,1,0,4,0,Low Satisfaction,1.0,High Promo Dependency,0.11212820512820514,Low Value,0,0,One-Time Bargain Hunters,55+,Low Spend,0.3494871794871795,Low Retention
1217,62,Male,Pants,Clothing,32,Utah,XL,Lavender,Summer,3.7,No,Free Shipping,Yes,Yes,3,Venmo,Every 3 Months,10.666666666666666,1,1,0,4,0,Medium Satisfaction,1.0,High Promo Dependency,0.09851282051282052,Low Value,0,0,One-Time Bargain Hunters,55+,Low Spend,0.20456410256410257,Low Retention
1218,50,Male,Boots,Footwear,63,Nebraska,XL,Cyan,Fall,2.6,No,Free Shipping,Yes,Yes,12,Cash,Every 3 Months,5.25,1,1,0,4,0,Low Satisfaction,1.0,High Promo Dependency,0.25601282051282054,Low Value,0,0,One-Time Bargain Hunters,45-54,Medium Spend,0.313025641025641,Low Retention
1219,55,Male,Boots,Footwear,79,Pennsylvania,M,Cyan,Spring,3.1,No,Store Pickup,Yes,Yes,43,Cash,Every 3 Months,1.8372093023255813,1,1,0,4,0,Medium Satisfaction,1.0,High Promo Dependency,0.4690576923076923,High Value,1,0,Promo-Dependent Regulars,55+,High Spend,0.6844871794871795,High Retention
1220,19,Male,Sweater,Clothing,23,Vermont,M,Gold,Winter,2.5,No,Next Day Air,Yes,Yes,35,Credit Card,Bi-Weekly,0.6571428571428571,1,1,0,1,0,Low Satisfaction,1.0,High Promo Dependency,0.15169230769230768,Low Value,0,0,One-Time Bargain Hunters,18-24,Low Spend,0.44687179487179485,Medium Retention
1221,67,Male,Gloves,Accessories,64,Kentucky,M,Green,Winter,3.8,No,Express,Yes,Yes,36,Bank Transfer,Quarterly,1.7777777777777777,1,1,0,4,0,Medium Satisfaction,1.0,High Promo Dependency,0.38083333333333336,Mid Value,0,0,One-Time Bargain Hunters,55+,Medium Spend,0.6027179487179487,Medium Retention
1222,18,Male,Socks,Clothing,69,Iowa,M,Red,Winter,4.5,No,Standard,Yes,Yes,3,Cash,Quarterly,23.0,1,1,0,4,1,High Satisfaction,1.0,High Promo Dependency,0.3337435897435898,Mid Value,0,0,One-Time Bargain Hunters,18-24,Medium Spend,0.20456410256410257,Low Retention
1223,58,Male,Jeans,Clothing,69,Indiana,L,Magenta,Fall,3.4,No,Store Pickup,Yes,Yes,27,Bank Transfer,Annually,2.5555555555555554,1,1,0,2,0,Medium Satisfaction,1.0,High Promo Dependency,0.3102115384615384,Low Value,0,0,One-Time Bargain Hunters,55+,Medium Spend,0.40571794871794875,Medium Retention
1224,69,Male,Pants,Clothing,24,Kansas,L,Red,Winter,3.9,No,Free Shipping,Yes,Yes,21,Bank Transfer,Weekly,1.1428571428571428,1,1,0,7,0,Medium Satisfaction,1.0,High Promo Dependency,0.25664743589743594,Low Value,0,0,One-Time Bargain Hunters,55+,Low Spend,0.6200256410256411,High Retention
1225,62,Male,Shorts,Clothing,50,Illinois,M,Yellow,Summer,3.7,No,Store Pickup,Yes,Yes,18,Venmo,Weekly,2.7777777777777777,1,1,0,7,0,Medium Satisfaction,1.0,High Promo Dependency,0.3379423076923077,Mid Value,0,0,One-Time Bargain Hunters,55+,Medium Spend,0.5814102564102565,Medium Retention
1226,28,Male,Gloves,Accessories,97,North Carolina,S,Turquoise,Fall,2.6,No,Free Shipping,Yes,Yes,16,Debit Card,Weekly,6.0625,1,1,0,7,0,Low Satisfaction,1.0,High Promo Dependency,0.5012115384615384,High Value,0,0,One-Time Bargain Hunters,25-34,High Spend,0.5592564102564103,Medium Retention
1227,53,Male,Sandals,Footwear,91,Ohio,S,Cyan,Fall,3.4,No,Store Pickup,Yes,Yes,18,Venmo,Bi-Weekly,5.055555555555555,1,1,0,1,0,Medium Satisfaction,1.0,High Promo Dependency,0.31498076923076923,Low Value,0,0,One-Time Bargain Hunters,45-54,High Spend,0.23710256410256408,Low Retention
1228,27,Male,Blouse,Clothing,37,Illinois,L,Yellow,Spring,4.9,No,Store Pickup,Yes,Yes,19,Bank Transfer,Bi-Weekly,1.9473684210526316,1,1,0,1,1,High Satisfaction,1.0,High Promo Dependency,0.22521153846153846,Low Value,0,0,One-Time Bargain Hunters,25-34,Low Spend,0.24956410256410255,Low Retention
1229,55,Male,Jacket,Outerwear,55,Indiana,S,Yellow,Winter,3.9,No,Express,Yes,Yes,1,Cash,Annually,55.0,1,1,0,2,0,Medium Satisfaction,1.0,High Promo Dependency,0.12828205128205128,Low Value,0,0,One-Time Bargain Hunters,55+,Medium Spend,0.09194871794871795,Low Retention
1230,34,Male,Jewelry,Accessories,52,Kansas,XL,Maroon,Winter,3.6,No,Express,Yes,Yes,39,Bank Transfer,Annually,1.3333333333333333,1,1,0,2,0,Medium Satisfaction,1.0,High Promo Dependency,0.30876923076923074,Low Value,0,0,Promo-Dependent Regulars,25-34,Medium Spend,0.549025641025641,Medium Retention
1231,25,Male,Hat,Accessories,80,Illinois,L,Brown,Spring,3.8,No,Standard,Yes,Yes,49,Venmo,Monthly,1.6326530612244898,1,1,0,5,0,Medium Satisfaction,1.0,High Promo Dependency,0.5466858974358973,Premium Value,1,0,Promo-Dependent Regulars,25-34,High Spend,0.8445897435897436,High Retention
1232,66,Male,Socks,Clothing,79,Pennsylvania,M,Gold,Spring,4.0,No,2-Day Shipping,Yes,Yes,43,Credit Card,Fortnightly,1.8372093023255813,1,1,0,6,1,High Satisfaction,1.0,High Promo Dependency,0.6407243589743589,Premium Value,1,0,Promo-Dependent Regulars,55+,High Spend,0.8278205128205128,High Retention
1233,57,Male,Handbag,Accessories,23,New York,M,Charcoal,Summer,3.6,No,Free Shipping,Yes,Yes,31,Debit Card,Every 3 Months,0.7419354838709677,1,1,0,4,0,Medium Satisfaction,1.0,High Promo Dependency,0.20382051282051283,Low Value,0,0,One-Time Bargain Hunters,55+,Low Spend,0.5428717948717949,Medium Retention
1234,46,Male,Pants,Clothing,73,Utah,L,Beige,Winter,3.5,No,Next Day Air,Yes,Yes,40,Venmo,Every 3 Months,1.825,1,1,0,4,0,Medium Satisfaction,1.0,High Promo Dependency,0.43349358974358976,High Value,1,0,Promo-Dependent Regulars,45-54,Medium Spend,0.6497179487179487,High Retention
1235,38,Male,Gloves,Accessories,99,New Jersey,M,Indigo,Fall,4.1,No,Store Pickup,Yes,Yes,2,Bank Transfer,Bi-Weekly,49.5,1,1,0,1,1,High Satisfaction,1.0,High Promo Dependency,0.3669807692307692,Mid Value,0,0,One-Time Bargain Hunters,35-44,High Spend,0.046487179487179495,Low Retention
1236,23,Male,Sweater,Clothing,22,Idaho,M,Red,Spring,3.0,No,Store Pickup,Yes,Yes,46,PayPal,Every 3 Months,0.4782608695652174,1,1,0,4,0,Medium Satisfaction,1.0,High Promo Dependency,0.27342948717948723,Low Value,0,0,Promo-Dependent Regulars,18-24,Low Spend,0.7192564102564103,High Retention
1237,42,Male,Hat,Accessories,68,New Mexico,M,White,Summer,4.4,No,Store Pickup,Yes,Yes,35,Debit Card,Every 3 Months,1.9428571428571428,1,1,0,4,1,High Satisfaction,1.0,High Promo Dependency,0.4917692307692308,High Value,0,0,One-Time Bargain Hunters,35-44,Medium Spend,0.5924102564102564,Medium Retention
